CODE ,DESCRIPTION,QTY,UNIT PRICE,DATE,TIME,TYPE,PAYMENT METHOD,TOTAL AMOUNT
2A,Sweet & Sour Sauce Chicken,1,7,15/12/2024,11:08:48,Dine In,Cash,7
6A,Si Chuan Mala Sauce Chicken,1,8,15/12/2024,11:08:48,Dine In,Cash,8
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,15/12/2024,11:09:56,Dine In,QR Pay,6.5
9M,Salt Egg Mala Sauce Duck,1,9,15/12/2024,11:09:56,Dine In,QR Pay,9
9,Teriyaki Sauce Duck,1,9,15/12/2024,11:15:50,Take Out,QR Pay,9
11A,Fried Chicken Roll (2 pcs),1,5,15/12/2024,11:15:50,Take Out,QR Pay,5
6A,Si Chuan Mala Sauce Chicken,1,8,15/12/2024,11:15:50,Take Out,QR Pay,8
2B,Sweet & Sour Sauce Fish,1,8,15/12/2024,11:18:22,Take Out,QR Pay,8
9M,Salt Egg Mala Sauce Duck,1,9,15/12/2024,11:18:22,Take Out,QR Pay,9
6A,Si Chuan Mala Sauce Chicken,1,8,15/12/2024,11:18:22,Take Out,QR Pay,8
11B,Fried Fish Ball (7 pcs),1,5,15/12/2024,11:20:40,Take Out,QR Pay,5
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,15/12/2024,11:26:12,Take Out,QR Pay,6.5
11A,Fried Chicken Roll (2 pcs),1,5,15/12/2024,11:26:12,Take Out,QR Pay,5
6B,Si Chuan Mala Sauce Fish,1,9,15/12/2024,11:26:12,Take Out,QR Pay,9
8B,Black Paper Sauce Fish,1,9,15/12/2024,11:35:03,Dine In,QR Pay,9
3A,Jin Xiang Sauce Chicken,1,7,15/12/2024,11:35:03,Dine In,QR Pay,7
11A,Fried Chicken Roll (2 pcs),1,5,15/12/2024,11:35:03,Dine In,QR Pay,5
1B,Salt Egg Butter Milk Fish,1,9,15/12/2024,11:35:26,Take Out,QR Pay,9
6B,Si Chuan Mala Sauce Fish,1,9,15/12/2024,11:37:03,Take Out,QR Pay,9
11C,Fried Golden Fish Roll (2 pcs),1,5,15/12/2024,11:53:17,Dine In,QR Pay,5
7B,Honey Sauce Fish,1,9,15/12/2024,11:53:17,Dine In,QR Pay,9
11C,Fried Golden Fish Roll (2 pcs),1,5,15/12/2024,11:57:22,Take Out,QR Pay,5
1A,Salt Egg Butter Milk Chicken,1,8,15/12/2024,11:59:44,Dine In,Cash,8
5B,Thai Patpet Sauce Fish,1,9,15/12/2024,11:59:44,Dine In,Cash,9
1A,Salt Egg Butter Milk Chicken,1,8,15/12/2024,12:04:20,Take Out,QR Pay,8
9B,Black Pepper Sauce Duck,1,9,15/12/2024,12:04:20,Take Out,QR Pay,9
14,Cantonise Yi Mee,1,6.5,15/12/2024,12:05:07,Take Out,QR Pay,6.5
5B,Thai Patpet Sauce Fish,1,9,15/12/2024,12:05:07,Take Out,QR Pay,9
1MA,Salt Egg Sauce (Mala) Chicken,1,8.5,15/12/2024,12:14:05,Dine In,Cash,8.5
4A,Gong Bao Sauce Chicken,1,7,15/12/2024,12:14:05,Dine In,Cash,7
9M,Salt Egg Mala Sauce Duck,1,9,15/12/2024,12:20:22,Dine In,Cash,9
9,Teriyaki Sauce Duck,1,9,15/12/2024,12:26:42,Dine In,Cash,9
11,Fried Chicken Wan-Tan (5 pcs),1,5,15/12/2024,12:26:42,Dine In,Cash,5
9,Teriyaki Sauce Duck,1,9,15/12/2024,12:29:53,Dine In,Cash,9
11B,Fried Fish Ball (7 pcs),1,5,15/12/2024,12:29:53,Dine In,Cash,5
4B,Gong Bao Sauce Fish,1,8,15/12/2024,12:29:53,Dine In,Cash,8
11,Fried Chicken Wan-Tan (5 pcs),1,5,15/12/2024,12:41:04,Dine In,Cash,5
3B,Jin Xiang Sauce Fish,1,8,15/12/2024,12:41:04,Dine In,Cash,8
7B,Honey Sauce Fish,1,9,15/12/2024,12:41:04,Dine In,Cash,9
11C,Fried Golden Fish Roll (2 pcs),1,5,15/12/2024,12:45:58,Take Out,QR Pay,5
2B,Sweet & Sour Sauce Fish,1,8,15/12/2024,12:46:14,Take Out,QR Pay,8
11,Fried Chicken Wan-Tan (5 pcs),1,5,15/12/2024,12:46:14,Take Out,QR Pay,5
3A,Jin Xiang Sauce Chicken,2,7,15/12/2024,12:48,Take Out,QR Pay,14
11B,Fried Fish Ball (7 pcs),1,5,15/12/2024,12:48,Take Out,QR Pay,5
9M,Salt Egg Mala Sauce Duck,1,9,15/12/2024,12:49:03,Dine In,QR Pay,9
5B,Thai Patpet Sauce Fish,1,9,15/12/2024,12:49:03,Dine In,QR Pay,9
1B,Salt Egg Butter Milk Fish,1,9,15/12/2024,12:49:15,Take Out,QR Pay,9
3A,Jin Xiang Sauce Chicken,1,7,15/12/2024,12:49:15,Take Out,QR Pay,7
4A,Gong Bao Sauce Chicken,1,7,15/12/2024,12:49:15,Take Out,QR Pay,7
8B,Black Paper Sauce Fish,1,9,15/12/2024,12:51:47,Take Out,QR Pay,9
9B,Black Pepper Sauce Duck,1,9,15/12/2024,12:53:24,Dine In,QR Pay,9
4A,Gong Bao Sauce Chicken,1,7,15/12/2024,12:53:24,Dine In,QR Pay,7
5B,Thai Patpet Sauce Fish,1,9,15/12/2024,12:53:24,Dine In,QR Pay,9
1MA,Salt Egg Sauce (Mala) Chicken,1,8.5,15/12/2024,12:56:27,Take Out,QR Pay,8.5
8B,Black Paper Sauce Fish,1,9,15/12/2024,12:59:05,Dine In,Cash,9
9,Teriyaki Sauce Duck,1,9,15/12/2024,12:59:05,Dine In,Cash,9
9M,Salt Egg Mala Sauce Duck,1,9,15/12/2024,12:59:05,Dine In,Cash,9
4A,Gong Bao Sauce Chicken,1,7,15/12/2024,12:59:56,Take Out,QR Pay,7
9M,Salt Egg Mala Sauce Duck,1,9,15/12/2024,13:00:56,Take Out,QR Pay,9
2B,Sweet & Sour Sauce Fish,1,8,15/12/2024,13:00:56,Take Out,QR Pay,8
6B,Si Chuan Mala Sauce Fish,1,9,15/12/2024,13:00:56,Take Out,QR Pay,9
9B,Black Pepper Sauce Duck,1,9,15/12/2024,13:03:10,Dine In,Cash,9
5B,Thai Patpet Sauce Fish,1,9,15/12/2024,13:03:10,Dine In,Cash,9
7A,Honey Sauce Chicken,1,8,15/12/2024,13:03:10,Dine In,Cash,8
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,15/12/2024,13:03:15,Take Out,QR Pay,6.5
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,15/12/2024,13:03:15,Take Out,QR Pay,9.5
2B,Sweet & Sour Sauce Fish,1,8,15/12/2024,13:03:15,Take Out,QR Pay,8
9,Teriyaki Sauce Duck,1,9,15/12/2024,13:08:20,Take Out,QR Pay,9
8A,Black Paper Sauce Chicken,1,8,15/12/2024,13:13:30,Dine In,Cash,8
11A,Fried Chicken Roll (2 pcs),1,5,15/12/2024,13:13:30,Dine In,Cash,5
11C,Fried Golden Fish Roll (2 pcs),1,5,15/12/2024,13:15:42,Dine In,Cash,5
6B,Si Chuan Mala Sauce Fish,1,9,15/12/2024,13:15:42,Dine In,Cash,9
7A,Honey Sauce Chicken,2,8,15/12/2024,13:25:36,Take Out,QR Pay,16
4A,Gong Bao Sauce Chicken,1,7,15/12/2024,13:27:34,Dine In,Cash,7
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,15/12/2024,13:34:51,Take Out,QR Pay,9.5
11B,Fried Fish Ball (7 pcs),1,5,15/12/2024,13:34:51,Take Out,QR Pay,5
5B,Thai Patpet Sauce Fish,1,9,15/12/2024,13:34:51,Take Out,QR Pay,9
1B,Salt Egg Butter Milk Fish,1,9,15/12/2024,13:37:53,Take Out,QR Pay,9
11,Fried Chicken Wan-Tan (5 pcs),1,5,15/12/2024,13:37:53,Take Out,QR Pay,5
8A,Black Paper Sauce Chicken,1,8,15/12/2024,13:41:51,Take Out,QR Pay,8
14,Cantonise Yi Mee,1,6.5,15/12/2024,13:41:51,Take Out,QR Pay,6.5
5A,Thai Patpet Sauce Chicken,1,8,15/12/2024,13:41:51,Take Out,QR Pay,8
1B,Salt Egg Butter Milk Fish,1,9,15/12/2024,13:46:21,Dine In,Cash,9
9B,Black Pepper Sauce Duck,1,9,15/12/2024,13:46:21,Dine In,Cash,9
5A,Thai Patpet Sauce Chicken,1,8,15/12/2024,13:46:21,Dine In,Cash,8
9,Teriyaki Sauce Duck,1,9,15/12/2024,13:47:34,Take Out,QR Pay,9
3A,Jin Xiang Sauce Chicken,1,7,15/12/2024,13:47:34,Take Out,QR Pay,7
3B,Jin Xiang Sauce Fish,1,8,15/12/2024,13:47:34,Take Out,QR Pay,8
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,15/12/2024,13:49:14,Take Out,QR Pay,6.5
8B,Black Paper Sauce Fish,1,9,15/12/2024,13:53:17,Take Out,QR Pay,9
9B,Black Pepper Sauce Duck,1,9,15/12/2024,13:53:17,Take Out,QR Pay,9
8B,Black Paper Sauce Fish,1,9,15/12/2024,13:56:25,Dine In,Cash,9
3B,Jin Xiang Sauce Fish,1,8,15/12/2024,13:56:25,Dine In,Cash,8
11C,Fried Golden Fish Roll (2 pcs),1,5,15/12/2024,13:56:25,Dine In,Cash,5
7A,Honey Sauce Chicken,1,8,15/12/2024,13:57:14,Take Out,QR Pay,8
9B,Black Pepper Sauce Duck,1,9,15/12/2024,13:57:42,Take Out,QR Pay,9
9M,Salt Egg Mala Sauce Duck,1,9,15/12/2024,13:57:42,Take Out,QR Pay,9
2B,Sweet & Sour Sauce Fish,1,8,15/12/2024,13:57:42,Take Out,QR Pay,8
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,15/12/2024,14:06:20,Take Out,QR Pay,6.5
11,Fried Chicken Wan-Tan (5 pcs),1,5,15/12/2024,14:06:20,Take Out,QR Pay,5
7A,Honey Sauce Chicken,1,8,15/12/2024,14:06:20,Take Out,QR Pay,8
6A,Si Chuan Mala Sauce Chicken,1,8,15/12/2024,14:14:13,Take Out,QR Pay,8
7B,Honey Sauce Fish,1,9,15/12/2024,14:14:13,Take Out,QR Pay,9
4B,Gong Bao Sauce Fish,1,8,15/12/2024,14:14:51,Take Out,QR Pay,8
9M,Salt Egg Mala Sauce Duck,1,9,15/12/2024,14:19:07,Take Out,QR Pay,9
9,Teriyaki Sauce Duck,1,9,15/12/2024,14:19:14,Take Out,QR Pay,9
3A,Jin Xiang Sauce Chicken,1,7,15/12/2024,14:19:16,Dine In,Cash,7
7A,Honey Sauce Chicken,1,8,15/12/2024,14:19:16,Dine In,Cash,8
1A,Salt Egg Butter Milk Chicken,1,8,15/12/2024,14:19:30,Take Out,QR Pay,8
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,15/12/2024,14:19:30,Take Out,QR Pay,6.5
2B,Sweet & Sour Sauce Fish,1,8,15/12/2024,14:19:30,Take Out,QR Pay,8
1A,Salt Egg Butter Milk Chicken,1,8,15/12/2024,14:22:22,Dine In,Cash,8
11,Fried Chicken Wan-Tan (5 pcs),1,5,15/12/2024,14:23:26,Take Out,QR Pay,5
7B,Honey Sauce Fish,1,9,15/12/2024,14:23:26,Take Out,QR Pay,9
2A,Sweet & Sour Sauce Chicken,1,7,15/12/2024,14:23:53,Take Out,QR Pay,7
11B,Fried Fish Ball (7 pcs),1,5,15/12/2024,14:23:53,Take Out,QR Pay,5
6A,Si Chuan Mala Sauce Chicken,1,8,15/12/2024,14:23:53,Take Out,QR Pay,8
1B,Salt Egg Butter Milk Fish,1,9,15/12/2024,14:25:51,Take Out,QR Pay,9
11A,Fried Chicken Roll (2 pcs),1,5,15/12/2024,14:25:51,Take Out,QR Pay,5
11C,Fried Golden Fish Roll (2 pcs),1,5,15/12/2024,14:25:51,Take Out,QR Pay,5
9,Teriyaki Sauce Duck,1,9,15/12/2024,14:27:57,Take Out,QR Pay,9
6A,Si Chuan Mala Sauce Chicken,1,8,15/12/2024,14:27:57,Take Out,QR Pay,8
3A,Jin Xiang Sauce Chicken,1,7,15/12/2024,14:29:02,Dine In,Cash,7
5A,Thai Patpet Sauce Chicken,1,8,15/12/2024,14:29:02,Dine In,Cash,8
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,15/12/2024,14:29:18,Dine In,Cash,6.5
5A,Thai Patpet Sauce Chicken,1,8,15/12/2024,14:29:18,Dine In,Cash,8
4A,Gong Bao Sauce Chicken,1,7,15/12/2024,14:29:38,Take Out,QR Pay,7
4B,Gong Bao Sauce Fish,1,8,15/12/2024,14:29:38,Take Out,QR Pay,8
11B,Fried Fish Ball (7 pcs),1,5,15/12/2024,14:29:38,Take Out,QR Pay,5
4A,Gong Bao Sauce Chicken,1,7,15/12/2024,14:33:09,Dine In,QR Pay,7
4B,Gong Bao Sauce Fish,1,8,15/12/2024,14:33:09,Dine In,QR Pay,8
11,Fried Chicken Wan-Tan (5 pcs),1,5,15/12/2024,14:38:05,Dine In,QR Pay,5
9M,Salt Egg Mala Sauce Duck,1,9,15/12/2024,14:49:20,Dine In,Cash,9
1MA,Salt Egg Sauce (Mala) Chicken,1,8.5,15/12/2024,14:53:31,Take Out,QR Pay,8.5
14,Cantonise Yi Mee,1,6.5,15/12/2024,14:53:31,Take Out,QR Pay,6.5
11A,Fried Chicken Roll (2 pcs),1,5,15/12/2024,14:53:31,Take Out,QR Pay,5
6A,Si Chuan Mala Sauce Chicken,1,8,15/12/2024,14:55:52,Take Out,QR Pay,8
11C,Fried Golden Fish Roll (2 pcs),1,5,15/12/2024,14:57:02,Dine In,QR Pay,5
4A,Gong Bao Sauce Chicken,1,7,15/12/2024,15:01:22,Dine In,QR Pay,7
8B,Black Paper Sauce Fish,1,9,15/12/2024,15:05:22,Take Out,QR Pay,9
6B,Si Chuan Mala Sauce Fish,1,9,15/12/2024,15:05:22,Take Out,QR Pay,9
2B,Sweet & Sour Sauce Fish,1,8,15/12/2024,15:09:05,Take Out,QR Pay,8
11A,Fried Chicken Roll (2 pcs),1,5,15/12/2024,15:12:32,Take Out,QR Pay,5
11B,Fried Fish Ball (7 pcs),1,5,15/12/2024,15:12:32,Take Out,QR Pay,5
6A,Si Chuan Mala Sauce Chicken,1,8,15/12/2024,15:12:32,Take Out,QR Pay,8
3B,Jin Xiang Sauce Fish,1,8,15/12/2024,15:14:25,Dine In,Cash,8
5A,Thai Patpet Sauce Chicken,1,8,15/12/2024,15:14:25,Dine In,Cash,8
8B,Black Paper Sauce Fish,1,9,15/12/2024,15:17:05,Dine In,QR Pay,9
5B,Thai Patpet Sauce Fish,1,9,15/12/2024,15:17:05,Dine In,QR Pay,9
8A,Black Paper Sauce Chicken,1,8,15/12/2024,15:18:06,Dine In,Cash,8
11C,Fried Golden Fish Roll (2 pcs),1,5,15/12/2024,15:18:06,Dine In,Cash,5
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,15/12/2024,15:20:33,Dine In,Cash,6.5
11A,Fried Chicken Roll (2 pcs),1,5,15/12/2024,15:20:33,Dine In,Cash,5
6B,Si Chuan Mala Sauce Fish,1,9,15/12/2024,15:20:33,Dine In,Cash,9
8B,Black Paper Sauce Fish,1,9,15/12/2024,15:25:20,Take Out,QR Pay,9
4A,Gong Bao Sauce Chicken,1,7,15/12/2024,15:25:20,Take Out,QR Pay,7
1B,Salt Egg Butter Milk Fish,1,9,15/12/2024,15:29:02,Take Out,QR Pay,9
2A,Sweet & Sour Sauce Chicken,1,7,15/12/2024,15:29:02,Take Out,QR Pay,7
11,Fried Chicken Wan-Tan (5 pcs),1,5,15/12/2024,15:29:02,Take Out,QR Pay,5
9B,Black Pepper Sauce Duck,1,9,15/12/2024,15:29:57,Take Out,QR Pay,9
9B,Black Pepper Sauce Duck,1,9,15/12/2024,15:34:05,Take Out,QR Pay,9
11C,Fried Golden Fish Roll (2 pcs),1,5,15/12/2024,15:34:05,Take Out,QR Pay,5
5A,Thai Patpet Sauce Chicken,1,8,15/12/2024,15:34:05,Take Out,QR Pay,8
11,Fried Chicken Wan-Tan (5 pcs),1,5,15/12/2024,15:42:27,Take Out,QR Pay,5
6A,Si Chuan Mala Sauce Chicken,1,8,15/12/2024,15:43:09,Take Out,QR Pay,8
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,15/12/2024,15:45:35,Dine In,QR Pay,6.5
2B,Sweet & Sour Sauce Fish,1,8,15/12/2024,15:55:19,Take Out,QR Pay,8
11,Fried Chicken Wan-Tan (5 pcs),2,5,15/12/2024,15:55:19,Take Out,QR Pay,10
1MA,Salt Egg Sauce (Mala) Chicken,1,8.5,15/12/2024,15:56:44,Take Out,QR Pay,8.5
1B,Salt Egg Butter Milk Fish,1,9,15/12/2024,16:03:31,Take Out,QR Pay,9
9,Teriyaki Sauce Duck,1,9,15/12/2024,16:03:31,Take Out,QR Pay,9
4B,Gong Bao Sauce Fish,1,8,15/12/2024,16:03:31,Take Out,QR Pay,8
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,15/12/2024,16:12:27,Dine In,QR Pay,9.5
9,Teriyaki Sauce Duck,1,9,15/12/2024,16:14:25,Take Out,QR Pay,9
9M,Salt Egg Mala Sauce Duck,1,9,15/12/2024,16:14:25,Take Out,QR Pay,9
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,15/12/2024,16:20:57,Dine In,QR Pay,9.5
3A,Jin Xiang Sauce Chicken,1,7,15/12/2024,16:20:57,Dine In,QR Pay,7
8A,Black Paper Sauce Chicken,1,8,15/12/2024,16:24:51,Take Out,QR Pay,8
1B,Salt Egg Butter Milk Fish,1,9,15/12/2024,16:27:52,Dine In,Cash,9
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,15/12/2024,16:27:52,Dine In,Cash,6.5
9,Teriyaki Sauce Duck,1,9,15/12/2024,16:31:08,Take Out,QR Pay,9
3A,Jin Xiang Sauce Chicken,1,7,15/12/2024,16:35:20,Dine In,QR Pay,7
9B,Black Pepper Sauce Duck,2,9,15/12/2024,16:46:49,Take Out,QR Pay,18
7B,Honey Sauce Fish,1,9,15/12/2024,16:46:49,Take Out,QR Pay,9
4B,Gong Bao Sauce Fish,1,8,15/12/2024,16:48:03,Dine In,Cash,8
11,Fried Chicken Wan-Tan (5 pcs),1,5,15/12/2024,16:57:25,Dine In,QR Pay,5
11,Fried Chicken Wan-Tan (5 pcs),1,5,15/12/2024,16:58:15,Dine In,QR Pay,5
11A,Fried Chicken Roll (2 pcs),1,5,15/12/2024,16:58:15,Dine In,QR Pay,5
4B,Gong Bao Sauce Fish,1,8,15/12/2024,16:58:15,Dine In,QR Pay,8
2A,Sweet & Sour Sauce Chicken,1,7,15/12/2024,16:58:40,Take Out,QR Pay,7
11B,Fried Fish Ball (7 pcs),1,5,15/12/2024,16:58:40,Take Out,QR Pay,5
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,15/12/2024,17:06:05,Dine In,QR Pay,9.5
5A,Thai Patpet Sauce Chicken,1,8,15/12/2024,17:07:50,Dine In,Cash,8
11,Fried Chicken Wan-Tan (5 pcs),1,5,15/12/2024,17:08:52,Take Out,QR Pay,5
6A,Si Chuan Mala Sauce Chicken,1,8,15/12/2024,17:09:15,Dine In,QR Pay,8
11B,Fried Fish Ball (7 pcs),1,5,15/12/2024,17:10:51,Dine In,Cash,5
1MA,Salt Egg Sauce (Mala) Chicken,1,8.5,15/12/2024,17:20:02,Take Out,QR Pay,8.5
4B,Gong Bao Sauce Fish,1,8,15/12/2024,17:27:44,Take Out,QR Pay,8
1A,Salt Egg Butter Milk Chicken,1,8,15/12/2024,17:33:26,Take Out,QR Pay,8
4B,Gong Bao Sauce Fish,1,8,15/12/2024,17:33:26,Take Out,QR Pay,8
8A,Black Paper Sauce Chicken,1,8,15/12/2024,17:37:48,Take Out,QR Pay,8
7A,Honey Sauce Chicken,1,8,15/12/2024,17:37:48,Take Out,QR Pay,8
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,15/12/2024,17:38:57,Take Out,QR Pay,6.5
1MA,Salt Egg Sauce (Mala) Chicken,1,8.5,15/12/2024,17:38:57,Take Out,QR Pay,8.5
11A,Fried Chicken Roll (2 pcs),1,5,15/12/2024,17:38:57,Take Out,QR Pay,5
5A,Thai Patpet Sauce Chicken,1,8,15/12/2024,17:39:16,Dine In,QR Pay,8
6B,Si Chuan Mala Sauce Fish,1,9,15/12/2024,17:39:16,Dine In,QR Pay,9
7A,Honey Sauce Chicken,1,8,15/12/2024,17:39:16,Dine In,QR Pay,8
6B,Si Chuan Mala Sauce Fish,1,9,15/12/2024,17:39:22,Take Out,QR Pay,9
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,15/12/2024,17:41:47,Take Out,QR Pay,6.5
11,Fried Chicken Wan-Tan (5 pcs),1,5,15/12/2024,17:41:47,Take Out,QR Pay,5
8B,Black Paper Sauce Fish,1,9,15/12/2024,17:52:36,Dine In,Cash,9
3B,Jin Xiang Sauce Fish,1,8,15/12/2024,17:52:36,Dine In,Cash,8
8B,Black Paper Sauce Fish,1,9,15/12/2024,17:57:36,Take Out,QR Pay,9
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,15/12/2024,17:57:36,Take Out,QR Pay,9.5
11,Fried Chicken Wan-Tan (5 pcs),1,5,15/12/2024,17:57:36,Take Out,QR Pay,5
13,Cantonise Yuen Yang (Ladna Kuey Teow),2,6.5,16/12/2024,11:04:35,Take Out,QR Pay,13
14,Cantonise Yi Mee,1,6.5,16/12/2024,11:09:03,Take Out,QR Pay,6.5
6A,Si Chuan Mala Sauce Chicken,1,8,16/12/2024,11:09:03,Take Out,QR Pay,8
14,Cantonise Yi Mee,1,6.5,16/12/2024,11:12:11,Take Out,QR Pay,6.5
11B,Fried Fish Ball (7 pcs),1,5,16/12/2024,11:15:35,Dine In,QR Pay,5
6B,Si Chuan Mala Sauce Fish,1,9,16/12/2024,11:15:35,Dine In,QR Pay,9
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,16/12/2024,11:17:46,Dine In,Cash,6.5
14,Cantonise Yi Mee,1,6.5,16/12/2024,11:17:46,Dine In,Cash,6.5
5B,Thai Patpet Sauce Fish,1,9,16/12/2024,11:18:46,Take Out,QR Pay,9
6B,Si Chuan Mala Sauce Fish,1,9,16/12/2024,11:18:52,Dine In,QR Pay,9
7A,Honey Sauce Chicken,1,8,16/12/2024,11:18:52,Dine In,QR Pay,8
1B,Salt Egg Butter Milk Fish,1,9,16/12/2024,11:23:20,Dine In,QR Pay,9
2A,Sweet & Sour Sauce Chicken,1,7,16/12/2024,11:23:20,Dine In,QR Pay,7
7A,Honey Sauce Chicken,1,8,16/12/2024,11:23:20,Dine In,QR Pay,8
8B,Black Paper Sauce Fish,1,9,16/12/2024,11:36:50,Take Out,QR Pay,9
5B,Thai Patpet Sauce Fish,1,9,16/12/2024,11:36:50,Take Out,QR Pay,9
8B,Black Paper Sauce Fish,1,9,16/12/2024,11:36:53,Dine In,Cash,9
4B,Gong Bao Sauce Fish,1,8,16/12/2024,11:36:53,Dine In,Cash,8
7A,Honey Sauce Chicken,1,8,16/12/2024,11:36:53,Dine In,Cash,8
8B,Black Paper Sauce Fish,1,9,16/12/2024,11:37:15,Dine In,Cash,9
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,16/12/2024,11:37:15,Dine In,Cash,6.5
6B,Si Chuan Mala Sauce Fish,1,9,16/12/2024,11:37:15,Dine In,Cash,9
3A,Jin Xiang Sauce Chicken,1,7,16/12/2024,11:37:36,Take Out,QR Pay,7
4A,Gong Bao Sauce Chicken,1,7,16/12/2024,11:37:36,Take Out,QR Pay,7
5A,Thai Patpet Sauce Chicken,1,8,16/12/2024,11:37:36,Take Out,QR Pay,8
13,Cantonise Yuen Yang (Ladna Kuey Teow),1,6.5,16/12/2024,11:41:46,Dine In,QR Pay,6.5
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,16/12/2024,11:41:46,Dine In,QR Pay,9.5
2B,Sweet & Sour Sauce Fish,1,8,16/12/2024,11:41:46,Dine In,QR Pay,8
1MA,Salt Egg Sauce (Mala) Chicken,1,8.5,16/12/2024,11:45:12,Dine In,QR Pay,8.5
3B,Jin Xiang Sauce Fish,1,8,16/12/2024,11:45:12,Dine In,QR Pay,8
5A,Thai Patpet Sauce Chicken,1,8,16/12/2024,11:45:12,Dine In,QR Pay,8
14,Cantonise Yi Mee,1,6.5,16/12/2024,11:52:20,Dine In,Cash,6.5
7B,Honey Sauce Fish,1,9,16/12/2024,11:52:20,Dine In,Cash,9
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,16/12/2024,11:53:05,Dine In,Cash,9.5
11C,Fried Golden Fish Roll (2 pcs),1,5,16/12/2024,12:00:52,Take Out,QR Pay,5
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,16/12/2024,12:01:45,Dine In,Cash,9.5
2A,Sweet & Sour Sauce Chicken,1,7,16/12/2024,12:01:45,Dine In,Cash,7
11,Fried Chicken Wan-Tan (5 pcs),1,5,16/12/2024,12:01:45,Dine In,Cash,5
8B,Black Paper Sauce Fish,1,9,16/12/2024,12:06:37,Dine In,QR Pay,9
1B,Salt Egg Butter Milk Fish,1,9,16/12/2024,12:06:37,Dine In,QR Pay,9
2B,Sweet & Sour Sauce Fish,1,8,16/12/2024,12:06:37,Dine In,QR Pay,8
3A,Jin Xiang Sauce Chicken,1,7,16/12/2024,12:10:38,Take Out,QR Pay,7
3B,Jin Xiang Sauce Fish,1,8,16/12/2024,12:10:38,Take Out,QR Pay,8
8B,Black Paper Sauce Fish,1,9,16/12/2024,12:22:28,Take Out,QR Pay,9
11A,Fried Chicken Roll (2 pcs),1,5,16/12/2024,12:22:28,Take Out,QR Pay,5
9M,Salt Egg Mala Sauce Duck,1,9,16/12/2024,12:26:20,Take Out,QR Pay,9
6B,Si Chuan Mala Sauce Fish,1,9,16/12/2024,12:26:20,Take Out,QR Pay,9
4A,Gong Bao Sauce Chicken,1,7,16/12/2024,12:27:47,Dine In,Cash,7
1B,Salt Egg Butter Milk Fish,1,9,16/12/2024,12:34:33,Take Out,QR Pay,9
4A,Gong Bao Sauce Chicken,1,7,16/12/2024,12:43:19,Take Out,QR Pay,7
5B,Thai Patpet Sauce Fish,1,9,16/12/2024,12:43:19,Take Out,QR Pay,9
7A,Honey Sauce Chicken,1,8,16/12/2024,12:43:19,Take Out,QR Pay,8
1MB,Salt Egg Sauce (Mala) Fish,1,9.5,16/12/2024,12:44:16,Dine In,QR Pay,9.5
7A,Honey Sauce Chicken,1,8,16/12/2024,12:44:16,Dine In,QR Pay,8
1B,Salt Egg Butter Milk Fish,1,9,16/12/2024,12:45:28,Take Out,QR Pay,9
9B,Black Pepper Sauce Duck,1,9,16/12/2024,12:45:28,Take Out,QR Pay,9
11B,Fried Fish Ball (7 pcs),1,5,16/12/2024,12:45:28,Take Out,QR Pay,5
1MA,Salt Egg Sauce (Mala) Chicken,1,8.5,16/12/2024,12:45:46,Take Out,QR Pay,8.5
2A,Sweet & Sour Sauce Chicken,1,7,16/12/2024,12:45:46,Take Out,QR Pay,7
7B,Honey Sauce Fish,1,9,16/12/2024,12:45:46,Take Out,QR Pay,9
11,Fried Chicken Wan-Tan (5 pcs),1,5,16/12/2024,12:52:46,Dine In,QR Pay,5
4A,Gong Bao Sauce Chicken,1,7,16/12/2024,12:52:46,Dine In,QR Pay,7
11A,Fried Chicken Roll (2 pcs),1,5,16/12/2024,12:56:36,Take Out,QR Pay,5
4B,Gong Bao Sauce Fish,1,8,16/12/2024,12:56:36,Take Out,QR Pay,8
9M,Salt Egg Mala Sauce Duck,1,9,16/12/2024,12:56:36,Take Out,QR Pay,9
1A,Salt Egg Butter Milk Chicken,1,8,16/12/2024,12:56:45,Dine In,Cash,8
